,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
482,171,_,,,漏液,58,60,包装,负面,陶华碧风味，豆豉油制辣椒酱是从小吃到大的老干妈经典味道。在京东昨天下单，今天不能送达了。只是买了两瓶，有一瓶儿出现了漏液的情况，一拆开包装全部都是辣椒油。第一次遇到过漏液的问题，可能是遇到了快递的暴力运输。
483,171,_,,,暴力运输,98,102,物流,负面,陶华碧风味，豆豉油制辣椒酱是从小吃到大的老干妈经典味道。在京东昨天下单，今天不能送达了。只是买了两瓶，有一瓶儿出现了漏液的情况，一拆开包装全部都是辣椒油。第一次遇到过漏液的问题，可能是遇到了快递的暴力运输。
484,171,_,,,不错的,0,3,整体,正面,不错的，购物方便，快递很好很快
485,171,购物,4,6,方便,6,8,物流,正面,不错的，购物方便，快递很好很快
486,172,快递,9,11,很好很快,11,15,物流,正面,不错的，购物方便，快递很好很快
487,173,快递,0,2,真是快,2,5,物流,正面,快递真是快，而且还是在元旦。
488,174,_,,,感谢,33,35,整体,正面,真正的一站式购齐，最近在石家庄地区，都居家隔离，根本买不到这些，太感谢京东了，表白京东，表白配送员
489,174,配送,46,48,表白,39,41,物流,正面,真正的一站式购齐，最近在石家庄地区，都居家隔离，根本买不到这些，太感谢京东了，表白京东，表白配送员
490,175,品质,2,4,优良,4,6,整体,正面,货品品质优良，配送物流准确迅速，服务很周到，点赞
491,175,配送物流,7,11,准确迅速,11,15,物流,正面,货品品质优良，配送物流准确迅速，服务很周到，点赞
492,175,服务,16,18,周到,19,21,体验,正面,货品品质优良，配送物流准确迅速，服务很周到，点赞
493,175,_,,,点赞,22,24,整体,正面,货品品质优良，配送物流准确迅速，服务很周到，点赞
494,176,_,,,无限回购,2,6,整体,正面,一直无限回购的东西，碰上搞活动价格特别实惠，速度也很快，很不错
495,176,价格,15,17,特别实惠,17,21,价格,正面,一直无限回购的东西，碰上搞活动价格特别实惠，速度也很快，很不错
496,176,速度,22,24,很快,25,27,物流,正面,一直无限回购的东西，碰上搞活动价格特别实惠，速度也很快，很不错
497,176,_,,,很不错,28,31,整体,正面,一直无限回购的东西，碰上搞活动价格特别实惠，速度也很快，很不错
498,177,包装,0,2,完好,2,4,包装,正面,包装完好，价格实惠，快递给力，味道非常好
499,177,价格,5,7,实惠,7,9,价格,正面,包装完好，价格实惠，快递给力，味道非常好
500,177,快递,10,12,给力,12,14,物流,正面,包装完好，价格实惠，快递给力，味道非常好
501,177,味道,15,17,非常好,17,20,口味,正面,包装完好，价格实惠，快递给力，味道非常好
502,178,_,,,太好吃了,3,7,口味,正面,老干妈太好吃了，比在实体超市价格实惠
503,178,价格,14,16,实惠,16,18,价格,正面,老干妈太好吃了，比在实体超市价格实惠
504,179,价格,9,11,优惠,13,15,价格,正面,要过年了，多买点，价格比较优惠，物流也很快。赞??
505,179,物流,16,18,也很快,18,21,物流,正面,要过年了，多买点，价格比较优惠，物流也很快。赞??
506,179,_,,,赞,22,23,整体,正面,要过年了，多买点，价格比较优惠，物流也很快。赞??
507,180,价格,0,2,便宜,2,4,价格,正面,价格便宜，生活中少不了的调味品
508,181,价格,0,2,合适,2,4,价格,正面,价格合适，正品有保证
509,181,正品,5,7,有保证,7,10,体验,正面,价格合适，正品有保证
510,182,价格,18,20,便宜,20,22,价格,正面,已收到，快递速度很快！！趁活动买的，价格便宜！！！
511,182,快递,4,6,速度很快,6,10,物流,正面,已收到，快递速度很快！！趁活动买的，价格便宜！！！
512,183,_,,,特价,0,2,价格,正面,特价入手，大品牌值得信赖，味道不错
513,183,大品牌,5,8,值得信赖,8,12,体验,正面,特价入手，大品牌值得信赖，味道不错
514,183,味道,13,15,不错,15,17,口味,正面,特价入手，大品牌值得信赖，味道不错
515,184,_,,,货真价实,21,25,价格,正面,购物上京东，省时省钱又省心，商品琳琅满目，货真价实，服务一流。正品行货。质量绝对保证。发货神速。京东快递员配送服务一流。售后服务全程跟踪。消费者无后顾之忧
516,184,服务,26,28,一流,28,30,体验,正面,购物上京东，省时省钱又省心，商品琳琅满目，货真价实，服务一流。正品行货。质量绝对保证。发货神速。京东快递员配送服务一流。售后服务全程跟踪。消费者无后顾之忧
517,184,_,,,正品,31,33,体验,正面,购物上京东，省时省钱又省心，商品琳琅满目，货真价实，服务一流。正品行货。质量绝对保证。发货神速。京东快递员配送服务一流。售后服务全程跟踪。消费者无后顾之忧
518,184,发货,43,45,神速,45,47,物流,正面,购物上京东，省时省钱又省心，商品琳琅满目，货真价实，服务一流。正品行货。质量绝对保证。发货神速。京东快递员配送服务一流。售后服务全程跟踪。消费者无后顾之忧
519,185,价格,6,8,便宜,8,10,价格,正面,这东西非常好价格便宜，而且非常划算
520,185,_,,,非常划算,13,17,价格,正面,这东西非常好价格便宜，而且非常划算
521,186,价格,31,33,有点小贵,33,37,价格,正面,陶华碧老干妈 辣椒酱 风味豆豉油制辣椒 280g 老干妈出品，价格有点小贵，但是不要去超市，送到小区，还是很方便
522,186,_,,,很方便,53,56,物流,正面,陶华碧老干妈 辣椒酱 风味豆豉油制辣椒 280g 老干妈出品，价格有点小贵，但是不要去超市，送到小区，还是很方便
523,187,_,,,挺行的,30,33,整体,正面,这个价能买到这么好的东西挺划算的。下次会继续光顾的。总的来说挺行的了，总之是一次愉快的购物宝贝刚到，很可以的卖家绝对支持喜欢的，实惠哦
524,187,购物,43,45,愉快,40,42,体验,正面,这个价能买到这么好的东西挺划算的。下次会继续光顾的。总的来说挺行的了，总之是一次愉快的购物宝贝刚到，很可以的卖家绝对支持喜欢的，实惠哦
525,187,_,,,实惠,64,66,价格,正面,这个价能买到这么好的东西挺划算的。下次会继续光顾的。总的来说挺行的了，总之是一次愉快的购物宝贝刚到，很可以的卖家绝对支持喜欢的，实惠哦
526,187,_,,,挺划算,12,15,价格,正面,这个价能买到这么好的东西挺划算的。下次会继续光顾的。总的来说挺行的了，总之是一次愉快的购物宝贝刚到，很可以的卖家绝对支持喜欢的，实惠哦
527,187,_,,,支持喜欢,58,62,整体,正面,这个价能买到这么好的东西挺划算的。下次会继续光顾的。总的来说挺行的了，总之是一次愉快的购物宝贝刚到，很可以的卖家绝对支持喜欢的，实惠哦
528,188,服务,2,4,就是好,4,7,体验,正面,京东服务就是好，快递到后发现破了，联系客服立马补发了一瓶。
529,189,_,,,特别可以,0,4,整体,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
530,189,货,18,19,这么好,14,17,整体,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
531,189,_,,,正合我意,24,28,整体,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
532,189,_,,,值得买,41,44,整体,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
533,189,_,,,很可以,47,50,整体,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
534,189,_,,,这么便宜,10,14,价格,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
535,189,服务,35,37,态度也好,37,41,体验,正面,特别可以，没想到会有这么便宜这么好的货宝贝样式也正合我意，收到了。客服服务态度也好值得买，东西很可以
536,190,快递,6,8,一言难尽,8,12,物流,负面,产品是好产品快递一言难尽 果然农村服务一般般 我都不想买了 呵呵呵呵
537,190,农村服务,15,19,一般般,19,22,体验,负面,产品是好产品快递一言难尽 果然农村服务一般般 我都不想买了 呵呵呵呵
538,191,_,,,多次购买,3,7,整体,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
539,191,_,,,家庭必备,9,13,整体,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
540,191,价格,16,18,实惠,18,20,价格,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
541,191,送货,21,23,速度很快,23,27,物流,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
542,191,包装,29,31,很精美,32,35,包装,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
543,191,_,,,很不错,41,44,整体,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
544,191,服务态度,48,52,很好,52,54,体验,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
545,191,_,,,没有异味,63,67,整体,正面,?已经多次购买了，家庭必备，购买价格实惠，送货速度很快，?包装也很精美整体来说还是很不错的，店家服务态度很好，而且质量也很好，没有异味感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手真心喜欢，颜色、款式都非常棒！
